,word,transcript,neighbours
4482,"['п', 'о', 'л', 'у', 'ч', 'а', 'е', 'т', 'с', 'я']","['p', 'a', 'l', 'u', 'ch', 'a', 'j', 'i', 'c', 'a']",[]
4483,"['п', 'о', 'л', 'у', 'ч', 'а', 'л']","['p', 'a', 'l', 'u', 'ch', 'a', 'l']","[['p', 'a', 'l', 'u', 'ch', 'a', 'j', 'u'], ['p', 'a', 'l', 'u', 'ch', 'a', ""l'"", 'i'], ['p', 'a', 'l', 'u', 'ch', 'i', 'l'], ['p', 'a', 'l', 'u', 'ch', 'i', 't']]"
4484,"['п', 'о', 'л', 'у', 'ч', 'а', 'л', 'и']","['p', 'a', 'l', 'u', 'ch', 'a', ""l'"", 'i']","[['p', 'a', 'l', 'u', 'ch', 'a', 'l']]"
4485,"['п', 'о', 'л', 'у', 'ч', 'а', 'л', 'о', 'с', 'ь']","['p', 'a', 'l', 'u', 'ch', 'a', 'l', 'a', ""s'""]","[['p', 'a', 'l', 'u', 'ch', 'i', 'l', 'a', ""s'""]]"
4486,"['п', 'о', 'л', 'у', 'ч', 'а', 'т']","['p', 'a', 'l', 'u', 'ch', 'i', 't']","[['p', 'a', 'l', 'u', 'ch', 'a', 'j', 'u'], ['p', 'a', 'l', 'u', 'ch', 'a', ""t'""], ['p', 'a', 'l', 'u', 'ch', 'a', 'i', 't'], ['p', 'a', 'l', 'u', 'ch', 'a', 'j', 'u', 't'], ['p', 'a', 'l', 'u', 'ch', 'a', 'l'], ['p', 'a', 'l', 'u', 'ch', 'i', 't']]"
4487,"['п', 'о', 'л', 'у', 'ч', 'а', 'т', 'ь']","['p', 'a', 'l', 'u', 'ch', 'a', ""t'""]","[['p', 'a', 'l', 'u', 'ch', 'i', 't']]"
4488,"['п', 'о', 'л', 'у', 'ч', 'а', 'ю']","['p', 'a', 'l', 'u', 'ch', 'a', 'j', 'u']","[['p', 'a', 'l', 'u', 'ch', 'a', 'j', 'u', 't'], ['p', 'a', 'l', 'u', 'ch', 'a', 'l'], ['p', 'a', 'l', 'u', 'ch', 'i', 't']]"
4489,"['п', 'о', 'л', 'у', 'ч', 'а', 'ю', 'т']","['p', 'a', 'l', 'u', 'ch', 'a', 'j', 'u', 't']","[['p', 'a', 'l', 'u', 'ch', 'a', 'j', 'u'], ['p', 'a', 'l', 'u', 'ch', 'a', 'i', 't'], ['p', 'a', 'l', 'u', 'ch', 'i', 't']]"
4490,"['п', 'о', 'л', 'у', 'ч', 'е', 'н', 'н', 'ы', 'е']","['p', 'a', 'l', 'u', 'ch', 'i', 'n', 'y', 'j', 'i']",[]
4491,"['п', 'о', 'л', 'у', 'ч', 'и', 'л']","['p', 'a', 'l', 'u', 'ch', 'i', 'l']","[['p', 'a', 'l', 'u', 'ch', 'i', 't'], ['p', 'a', 'l', 'u', 'ch', 'a', 'l'], ['p', 'a', 'l', 'u', 'ch', 'i', 'm']]"
4492,"['п', 'о', 'л', 'у', 'ч', 'и', 'л', 'о', 'с', 'ь']","['p', 'a', 'l', 'u', 'ch', 'i', 'l', 'a', ""s'""]","[['p', 'a', 'l', 'u', 'ch', 'a', 'l', 'a', ""s'""]]"
4493,"['п', 'о', 'л', 'у', 'ч', 'и', 'м']","['p', 'a', 'l', 'u', 'ch', 'i', 'm']","[['p', 'a', 'l', 'u', 'ch', 'i', 't'], ['p', 'a', 'l', 'u', 'ch', 'i', 'l']]"
4494,"['п', 'о', 'л', 'у', 'ч', 'и', 'т']","['p', 'a', 'l', 'u', 'ch', 'i', 't']","[['p', 'a', 'l', 'u', 'ch', 'i', 'm'], ['p', 'a', 'l', 'u', 'ch', 'i', 'l'], ['p', 'a', 'l', 'u', 'ch', 'i', 't']]"
4495,"['п', 'о', 'л', 'у', 'ш', 'у', 'т', 'л', 'и', 'в', 'о', 'м']","['p', 'a', 'l', 'u', 'sh', 'u', 't', ""l'"", 'i', 'v', 'a', 'm']",[]
4496,"['п', 'о', 'л', 'ч', 'а', 'с', 'а']","['p', 'o', 'l', 'ch', 'i', 's', 'a']",[]
4497,"['п', 'о', 'л', 'ы']","['p', 'a', 'l', 'y']","[['p', 'o', ""l'"", 'i'], ['p', 'o', 'l'], ['p', 'o', ""l'"", 'a']]"
4498,"['п', 'о', 'л', 'ы']","['p', 'o', 'l', 'y']","[['p', 'o', ""l'"", 'i'], ['p', 'o', 'l'], ['p', 'o', ""l'"", 'a']]"
4499,"['п', 'о', 'л', 'ь', 'з', 'о', 'в', 'а', 'л', 'а', 'с', 'ь']","['p', 'o', ""l'"", 'z', 'a', 'v', 'a', 'l', 'a', ""s'""]",[]
4500,"['п', 'о', 'л', 'ь', 'з', 'у']","['p', 'o', ""l'"", 'z', 'u']",[]
4501,"['п', 'о', 'л', 'ь', 'з', 'у', 'е', 'т', 'с', 'я']","['p', 'o', ""l'"", 'z', 'u', 'i', 'c', 'a']",[]
4502,"['п', 'о', 'л', 'ю', 'б', 'и', 'л']","['p', 'a', ""l'"", 'u', ""b'"", 'i', 'l']",[]
4503,"['п', 'о', 'л', 'я']","['p', 'o', ""l'"", 'a']","[['p', 'o', ""l'"", 'i'], ['p', 'o', 'l'], ['p', 'o', 'l', 'y']]"
4504,"['п', 'о', 'м', 'е', 'д', 'л', 'е', 'н', 'н', 'е', 'е']","['p', 'a', ""m'"", 'e', 'd', ""l'"", 'i', ""n'"", 'i', 'j', 'i']",[]
4505,"['п', 'о', 'м', 'е', 'ш', 'а', 'л', 'а']","['p', 'a', ""m'"", 'i', 'sh', 'a', 'l', 'a']",[]
4506,"['п', 'о', 'м', 'е', 'щ', 'а', 'л', 'и', 'с', 'ь']","['p', 'a', ""m'"", 'i', 'sc', 'a', ""l'"", 'i', ""s'""]",[]
4507,"['п', 'о', 'м', 'е', 'щ', 'е', 'н', 'и', 'е']","['p', 'a', ""m'"", 'i', 'sc', 'e', ""n'"", 'i', 'j', 'i']","[['p', 'a', ""m'"", 'i', 'sc', 'e', ""n'"", 'i', 'i']]"
4508,"['п', 'о', 'м', 'е', 'щ', 'е', 'н', 'и', 'и']","['p', 'a', ""m'"", 'i', 'sc', 'e', ""n'"", 'i', 'i']","[['p', 'a', ""m'"", 'i', 'sc', 'e', ""n'"", 'i', 'j', 'i']]"
4509,"['п', 'о', 'м', 'е', 'щ', 'и', 'к']","['p', 'a', ""m'"", 'e', 'sc', 'i', 'k']",[]
4510,"['п', 'о', 'м', 'и', 'д', 'о', 'р']","['p', 'a', ""m'"", 'i', 'd', 'o', 'r']","[['p', 'a', ""m'"", 'i', 'd', 'o', 'r', 'y'], ['p', 'a', ""m'"", 'i', 'd', 'o', 'r', 'a']]"
4511,"['п', 'о', 'м', 'и', 'д', 'о', 'р', 'а']","['p', 'a', ""m'"", 'i', 'd', 'o', 'r', 'a']","[['p', 'a', ""m'"", 'i', 'd', 'o', 'r', 'y'], ['p', 'a', ""m'"", 'i', 'd', 'o', 'r']]"
4512,"['п', 'о', 'м', 'и', 'д', 'о', 'р', 'ы']","['p', 'a', ""m'"", 'i', 'd', 'o', 'r', 'y']","[['p', 'a', ""m'"", 'i', 'd', 'o', 'r', 'a'], ['p', 'a', ""m'"", 'i', 'd', 'o', 'r']]"
4513,"['п', 'о', 'м', 'и', 'н', 'у']","['p', 'a', ""m'"", 'i', 'n', 'u']",[]
4514,"['п', 'о', 'м', 'н', 'и']","['p', 'o', 'm', ""n'"", 'i']","[['p', 'o', 'm', ""n'"", 'i', 't'], ['p', 'o', 'm', ""n'"", 'u'], ['p', 'o', 'm', ""n'"", 'i', 'l'], ['p', 'o', 'm', ""n'"", 'i', 'm']]"
4515,"['п', 'о', 'м', 'н', 'и', 'л']","['p', 'o', 'm', ""n'"", 'i', 'l']","[['p', 'o', 'm', ""n'"", 'i', 't'], ['p', 'o', 'm', ""n'"", 'i'], ['p', 'o', 'm', ""n'"", 'i', 'm']]"
4516,"['п', 'о', 'м', 'н', 'и', 'м']","['p', 'o', 'm', ""n'"", 'i', 'm']","[['p', 'o', 'm', ""n'"", 'i', 't'], ['p', 'o', 'm', ""n'"", 'i'], ['p', 'o', 'm', ""n'"", 'i', 'l']]"
4517,"['п', 'о', 'м', 'н', 'и', 'т']","['p', 'o', 'm', ""n'"", 'i', 't']","[['p', 'o', 'm', ""n'"", 'i', 't'], ['p', 'o', 'm', ""n'"", 'i'], ['p', 'o', 'm', ""n'"", 'i', 'l'], ['p', 'o', 'm', ""n'"", 'i', 'm']]"
4518,"['п', 'о', 'м', 'н', 'и', 'т', 'с', 'я']","['p', 'o', 'm', ""n'"", 'i', 'c', 'a']",[]
4519,"['п', 'о', 'м', 'н', 'и', 'ш', 'ь']","['p', 'o', 'm', ""n'"", 'i', 'sh']",[]
4520,"['п', 'о', 'м', 'н', 'ю']","['p', 'o', 'm', ""n'"", 'u']","[['p', 'o', 'm', ""n'"", 'i']]"
4521,"['п', 'о', 'м', 'н', 'я', 'т']","['p', 'o', 'm', ""n'"", 'i', 't']","[['p', 'o', 'm', ""n'"", 'i', 't']]"
4522,"['п', 'о', 'м', 'о', 'г']","['p', 'a', 'm', 'o', 'k']",[]
4523,"['п', 'о', 'м', 'о', 'г', 'а', 'л']","['p', 'a', 'm', 'a', 'g', 'a', 'l']","[['p', 'a', 'm', 'a', 'g', 'a', ""l'"", 'i'], ['p', 'a', 'm', 'a', 't', 'a', 'l'], ['p', 'a', 'm', 'a', 'g', 'a', 'l', 'a']]"
4524,"['п', 'о', 'м', 'о', 'г', 'а', 'л', 'а']","['p', 'a', 'm', 'a', 'g', 'a', 'l', 'a']","[['p', 'a', 'm', 'a', 'g', 'a', 'l'], ['p', 'a', 'm', 'a', 'g', 'a', ""l'"", 'i']]"
4525,"['п', 'о', 'м', 'о', 'г', 'а', 'л', 'и']","['p', 'a', 'm', 'a', 'g', 'a', ""l'"", 'i']","[['p', 'a', 'm', 'a', 'g', 'a', 'l'], ['p', 'a', 'm', 'a', 'g', 'a', 'l', 'a']]"
4526,"['п', 'о', 'м', 'о', 'г', 'а', 'т', 'ь']","['p', 'a', 'm', 'a', 'g', 'a', ""t'""]",[]
4527,"['п', 'о', 'м', 'о', 'ж', 'е', 'ш', 'ь']","['p', 'a', 'm', 'o', 'zh', 'y', 'sh']",[]
4528,"['п', 'о', 'м', 'о', 'л', 'ч', 'а', 'в']","['p', 'a', 'm', 'a', 'l', 'ch', 'a', 'f']",[]
4529,"['п', 'о', 'м', 'о', 'р', 'щ', 'и', 'л', 'с', 'я']","['p', 'a', 'm', 'o', 'r', 'sc', 'i', 'l', ""s'"", 'a']",[]
4530,"['п', 'о', 'м', 'о', 'т', 'а', 'л']","['p', 'a', 'm', 'a', 't', 'a', 'l']","[['p', 'a', 'm', 'a', 'g', 'a', 'l']]"
4531,"['п', 'о', 'м', 'о', 'ч', 'ь']","['p', 'a', 'm', 'o', 'ch']","[['p', 'o', 'm', 'a', 'sc']]"
4532,"['п', 'о', 'м', 'о', 'щ', 'и']","['p', 'o', 'm', 'a', 'sc', 'i']","[['p', 'o', 'm', 'a', 'sc']]"
4533,"['п', 'о', 'м', 'о', 'щ', 'ь']","['p', 'o', 'm', 'a', 'sc']","[['p', 'o', 'm', 'a', 'sc', 'i'], ['p', 'a', 'm', 'o', 'ch'], ['p', 'o', 'm', 'a', 'sc', 'j', 'u']]"
4534,"['п', 'о', 'м', 'о', 'щ', 'ь', 'ю']","['p', 'o', 'm', 'a', 'sc', 'j', 'u']","[['p', 'o', 'm', 'a', 'sc']]"
4535,"['п', 'о', 'м', 'ч', 'и', 'м', 'с', 'я']","['p', 'a', 'm', 'ch', 'i', 'm', ""s'"", 'a']",[]
4536,"['п', 'о', 'м', 'ы', 'л', 'с', 'я']","['p', 'a', 'm', 'y', 'l', ""s'"", 'i']",[]
4537,"['п', 'о', 'н', 'е', 'с', 'с', 'я']","['p', 'a', ""n'"", 'o', 's', ""s'"", 'a']",[]
4538,"['п', 'о', 'н', 'и', 'ж', 'е']","['p', 'a', ""n'"", 'i', 'zh', 'y']",[]
4539,"['п', 'о', 'н', 'и', 'з', 'и', 'л']","['p', 'a', ""n'"", 'i', ""z'"", 'i', 'l']",[]
4540,"['п', 'о', 'н', 'и', 'м', 'а', 'е', 'т']","['p', 'a', ""n'"", 'i', 'm', 'a', 'i', 't']","[['p', 'a', ""n'"", 'i', 'm', 'a', 'j', 'u', 't'], ['p', 'a', ""n'"", 'i', 'm', 'a', 'j', 'i', ""t'"", 'i']]"
4541,"['п', 'о', 'н', 'и', 'м', 'а', 'е', 'т', 'е']","['p', 'a', ""n'"", 'i', 'm', 'a', 'j', 'i', ""t'"", 'i']","[['p', 'a', ""n'"", 'i', 'm', 'a', 'i', 't']]"
4542,"['п', 'о', 'н', 'и', 'м', 'а', 'е', 'ш', 'ь']","['p', 'a', ""n'"", 'i', 'm', 'a', 'i', 'sh']",[]
4543,"['п', 'о', 'н', 'и', 'м', 'а', 'л']","['p', 'a', ""n'"", 'i', 'm', 'a', 'l']","[['p', 'a', ""n'"", 'i', 'm', 'a', 'j', 'u'], ['p', 'a', ""d'"", ""n'"", 'i', 'm', 'a', 'l']]"
4544,"['п', 'о', 'н', 'и', 'м', 'а', 'н', 'и', 'е', 'м']","['p', 'a', ""n'"", 'i', 'm', 'a', ""n'"", 'i', 'i', 'm']",[]
4545,"['п', 'о', 'н', 'и', 'м', 'а', 'н', 'и', 'я']","['p', 'a', ""n'"", 'i', 'm', 'a', ""n'"", 'i', 'j', 'i']",[]
4546,"['п', 'о', 'н', 'и', 'м', 'а', 'т', 'ь']","['p', 'a', ""n'"", 'i', 'm', 'a', ""t'""]",[]
4547,"['п', 'о', 'н', 'и', 'м', 'а', 'ю']","['p', 'a', ""n'"", 'i', 'm', 'a', 'j', 'u']","[['p', 'a', ""n'"", 'i', 'm', 'a', 'j', 'u', 't'], ['p', 'a', ""n'"", 'i', 'm', 'a', 'l']]"
4548,"['п', 'о', 'н', 'и', 'м', 'а', 'ю', 'т']","['p', 'a', ""n'"", 'i', 'm', 'a', 'j', 'u', 't']","[['p', 'a', ""n'"", 'i', 'm', 'a', 'j', 'u'], ['p', 'a', ""n'"", 'i', 'm', 'a', 'i', 't']]"
4549,"['п', 'о', 'н', 'р', 'а', 'в', 'и', 'л', 'и', 'с', 'ь']","['p', 'a', 'n', 'r', 'a', ""v'"", 'i', ""l'"", 'i', ""s'""]","[['p', 'a', 'n', 'r', 'a', ""v'"", 'i', 'l', 'a', ""s'""]]"
4550,"['п', 'о', 'н', 'р', 'а', 'в', 'и', 'л', 'о', 'с', 'ь']","['p', 'a', 'n', 'r', 'a', ""v'"", 'i', 'l', 'a', ""s'""]","[['p', 'a', 'n', 'r', 'a', ""v'"", 'i', ""l'"", 'i', ""s'""]]"
4551,"['п', 'о', 'н', 'р', 'а', 'в', 'и', 'л', 'с', 'я']","['p', 'a', 'n', 'r', 'a', ""v'"", 'i', 'l', ""s'"", 'a']","[['p', 'a', 'n', 'r', 'a', ""v'"", 'i', 'c', 'a'], ['p', 'a', 'p', 'r', 'a', ""v'"", 'i', 'l', ""s'"", 'a']]"
4552,"['п', 'о', 'н', 'р', 'а', 'в', 'и', 'т', 'с', 'я']","['p', 'a', 'n', 'r', 'a', ""v'"", 'i', 'c', 'a']","[['p', 'a', 'n', 'r', 'a', ""v'"", 'i', 'l', ""s'"", 'a']]"
4553,"['п', 'о', 'н', 'я', 'л']","['p', 'o', ""n'"", 'i', 'l']","[['p', 'a', ""n'"", 'i', 'l', 'a']]"
4554,"['п', 'о', 'н', 'я', 'л', 'а']","['p', 'a', ""n'"", 'i', 'l', 'a']","[['p', 'o', ""n'"", 'i', 'l']]"
4555,"['п', 'о', 'н', 'я', 'т', 'и', 'я']","['p', 'a', ""n'"", 'a', ""t'"", 'i', 'j', 'a']",[]
4556,"['п', 'о', 'н', 'я', 'т', 'н', 'о']","['p', 'a', ""n'"", 'a', 't', 'n', 'a']",[]
4557,"['п', 'о', 'н', 'я', 'т', 'ь']","['p', 'a', ""n'"", 'a', ""t'""]","[['p', 'a', ""d'"", ""n'"", 'a', ""t'""]]"
4558,"['п', 'о', 'о', 'б', 'е', 'щ', 'а', 'т', 'ь']","['p', 'a', 'a', ""b'"", 'i', 'sc', 'a', ""t'""]",[]
4559,"['п', 'о', 'о', 'д', 'а', 'л', 'ь']","['p', 'a', 'o', 'd', 'a', ""l'""]",[]
4560,"['п', 'о', 'п']","['p', 'o', 'p']","[['p', 'o', 'l'], ['p', 'o', 't'], ['p', 'o', 'r']]"
4561,"['п', 'о', 'п', 'а', 'д', 'е', 'т']","['p', 'a', 'p', 'a', ""d'"", 'o', 't']",[]
4562,"['п', 'о', 'п', 'а', 'л']","['p', 'a', 'p', 'a', 'l']","[['p', 'a', 'zh', 'a', 'l'], ['p', 'r', 'a', 'p', 'a', 'l'], ['p', 'a', 'p', 'a', 'l', 'a']]"
4563,"['п', 'о', 'п', 'а', 'л', 'а']","['p', 'a', 'p', 'a', 'l', 'a']","[['p', 'r', 'a', 'p', 'a', 'l', 'a'], ['p', 'a', 'p', 'a', 'l'], ['p', 'a', 'zh', 'a', 'l', 'a']]"
4564,"['п', 'о', 'п', 'а', 'л', 'и', 'с', 'ь']","['p', 'a', 'p', 'a', ""l'"", 'i', ""s'""]",[]
4565,"['п', 'о', 'п', 'а', 'с', 'т', 'ь']","['p', 'a', 'p', 'a', ""s'"", ""t'""]",[]
4566,"['п', 'о', 'п', 'а', 'х', 'и', 'в', 'а', 'ю', 'щ', 'и', 'й']","['p', 'a', 'p', 'a', ""h'"", 'i', 'v', 'a', 'j', 'u', 'sc', 'i', 'j']",[]
4567,"['п', 'о', 'п', 'и', 'т', 'ь']","['p', 'a', ""p'"", 'i', ""t'""]",[]
4568,"['п', 'о', 'п', 'л', 'а', 'в', 'о', 'к']","['p', 'a', 'p', 'l', 'a', 'v', 'o', 'k']",[]
4569,"['п', 'о', 'п', 'о', 'л', 'а', 'м']","['p', 'a', 'p', 'a', 'l', 'a', 'm']",[]
4570,"['п', 'о', 'п', 'о', 'л', 'з', 'е', 'т']","['p', 'a', 'p', 'a', 'l', ""z'"", 'o', 't']",[]
4571,"['п', 'о', 'п', 'о', 'л', 'н', 'е', 'в', 'ш', 'у', 'ю']","['p', 'a', 'p', 'a', 'l', ""n'"", 'e', 'f', 'sh', 'u', 'j', 'u']",[]
4572,"['п', 'о', 'п', 'о', 'л', 'ь', 'з', 'о', 'в', 'а', 'т', 'ь', 'с', 'я']","['p', 'a', 'p', 'o', ""l'"", 'z', 'a', 'v', 'a', 'c', 'a']",[]
4573,"['п', 'о', 'п', 'р', 'а', 'в', 'и', 'л', 'с', 'я']","['p', 'a', 'p', 'r', 'a', ""v'"", 'i', 'l', ""s'"", 'a']","[['p', 'a', 'n', 'r', 'a', ""v'"", 'i', 'l', ""s'"", 'a']]"
4574,"['п', 'о', 'п', 'р', 'а', 'в', 'и', 'т', 'ь']","['p', 'a', 'p', 'r', 'a', ""v'"", 'i', ""t'""]",[]
4575,"['п', 'о', 'п', 'р', 'а', 'в', 'к', 'у']","['p', 'a', 'p', 'r', 'a', 'f', 'k', 'u']",[]
4576,"['п', 'о', 'п', 'р', 'а', 'в', 'л', 'я', 'е', 'т', 'с', 'я']","['p', 'a', 'p', 'r', 'a', 'v', ""l'"", 'a', 'j', 'i', 'c', 'a']",[]
4577,"['п', 'о', 'п', 'р', 'о', 'б', 'о', 'в', 'а', 'т', 'ь']","['p', 'a', 'p', 'r', 'o', 'b', 'a', 'v', 'a', ""t'""]",[]
4578,"['п', 'о', 'п', 'р', 'о', 'с', 'и', 'л']","['p', 'a', 'p', 'r', 'a', ""s'"", 'i', 'l']","[['p', 'a', 'p', 'r', 'a', ""s'"", 'i', 'l', 'a']]"
4579,"['п', 'о', 'п', 'р', 'о', 'с', 'и', 'л', 'а']","['p', 'a', 'p', 'r', 'a', ""s'"", 'i', 'l', 'a']","[['p', 'a', 'p', 'r', 'a', ""s'"", 'i', 'l']]"
4580,"['п', 'о', 'п', 'р', 'о', 'с', 'и', 'т', 'ь']","['p', 'a', 'p', 'r', 'a', ""s'"", 'i', ""t'""]",[]
4581,"['п', 'о', 'п', 'р', 'о', 'с', 'т', 'у']","['p', 'o', 'p', 'r', 'a', 's', 't', 'u']",[]
4582,"['п', 'о', 'п', 'р', 'о', 'щ', 'а', 'т', 'ь', 'с', 'я']","['p', 'a', 'p', 'r', 'a', 'sc', 'a', 'c', 'a']",[]
4583,"['п', 'о', 'п', 'ы', 'т', 'а', 'е', 'т', 'с', 'я']","['p', 'a', 'p', 'y', 't', 'a', 'j', 'i', 'c', 'a']",[]
4584,"['п', 'о', 'п', 'ы', 'т', 'а', 'т', 'ь', 'с', 'я']","['p', 'a', 'p', 'y', 't', 'a', 'c', 'a']",[]
4585,"['п', 'о', 'р']","['p', 'o', 'r']","[['p', 'o', 't'], ['p', 'o', 'r', 'u'], ['p', 'o', 'p'], ['p', 'o', 'l'], ['u', 'p', 'o', 'r']]"
4586,"['п', 'о', 'р', 'а', 'ж', 'а', 'л', 'с', 'я']","['p', 'a', 'r', 'a', 'zh', 'a', 'l', ""s'"", 'a']",[]
4587,"['п', 'о', 'р', 'а', 'з', 'и', 'л', 'о']","['p', 'a', 'r', 'a', ""z'"", 'i', 'l', 'a']",[]
4588,"['п', 'о', 'р', 'а', 'з', 'и', 'т', 'ь']","['p', 'a', 'r', 'a', ""z'"", 'i', ""t'""]",[]
4589,"['п', 'о', 'р', 'а', 'с', 'т', 'е', 'р', 'я', 'н', 'ы']","['p', 'a', 'r', 'a', ""s'"", ""t'"", 'e', ""r'"", 'i', 'n', 'y']",[]
4590,"['п', 'о', 'р', 'е', 'ч', 'ь', 'е']","['p', 'a', ""r'"", 'e', 'ch', 'j', 'i']",[]
4591,"['п', 'о', 'р', 'о', 'г', 'е']","['p', 'a', 'r', 'o', ""g'"", 'i']","[['d', 'a', 'r', 'o', ""g'"", 'i']]"
4592,"['п', 'о', 'р', 'о', 'д', 'н', 'и', 'т', 'ь', 'с', 'я']","['p', 'a', 'r', 'a', ""d'"", ""n'"", 'i', 'c', 'a']",[]
4593,"['п', 'о', 'р', 'о', 'д', 'ы']","['p', 'a', 'r', 'o', 'd', 'y']",[]
4594,"['п', 'о', 'р', 'о', 'й']","['p', 'a', 'r', 'o', 'j']","[['p', 'o', 'r', 'a', 'h'], ['n', 'o', 'r', 'a', 'j'], ['l', 'o', 'r', 'a', 'j'], ['p', 'a', 'k', 'o', 'j']]"
4595,"['п', 'о', 'р', 'о', 'к', 'и']","['p', 'a', 'r', 'o', ""k'"", 'i']",[]
4596,"['п', 'о', 'р', 'о', 'х']","['p', 'o', 'r', 'a', 'h']","[['p', 'a', 'r', 'o', 'j']]"
4597,"['п', 'о', 'р', 'о', 'х', 'о', 'в', 'н', 'и', 'ц', 'а', 'х']","['p', 'a', 'r', 'a', 'h', 'a', 'v', ""n'"", 'i', 'c', 'a', 'h']",[]
4598,"['п', 'о', 'р', 'т', 'а', 'т', 'и', 'в', 'н', 'о', 'е']","['p', 'a', 'r', 't', 'a', ""t'"", 'i', 'v', 'n', 'a', 'i']",[]
4599,"['п', 'о', 'р', 'т', 'и', 'т']","['p', 'o', 'r', ""t'"", 'i', 't']",[]
4600,"['п', 'о', 'р', 'т', 'н', 'и', 'х']","['p', 'a', 'r', ""t'"", ""n'"", 'i', 'h']",[]
4601,"['п', 'о', 'р', 'т', 'р', 'е', 'т']","['p', 'a', 'r', 't', ""r'"", 'e', 't']","[['p', 'a', 'r', 't', ""r'"", 'e', 't', 'y'], ['p', 'a', 'r', 't', ""r'"", 'e', ""t'"", 'i'], ['p', 'a', 'r', 't', ""r'"", 'e', 't', 'a']]"
4602,"['п', 'о', 'р', 'т', 'р', 'е', 'т', 'а']","['p', 'a', 'r', 't', ""r'"", 'e', 't', 'a']","[['p', 'a', 'r', 't', ""r'"", 'e', 't', 'y'], ['p', 'a', 'r', 't', ""r'"", 'e', ""t'"", 'i'], ['p', 'a', 'r', 't', ""r'"", 'e', 't']]"
4603,"['п', 'о', 'р', 'т', 'р', 'е', 'т', 'е']","['p', 'a', 'r', 't', ""r'"", 'e', ""t'"", 'i']","[['p', 'a', 'r', 't', ""r'"", 'e', 't', 'y'], ['p', 'a', 'r', 't', ""r'"", 'e', 't', 'a'], ['p', 'a', 'r', 't', ""r'"", 'e', 't']]"
4604,"['п', 'о', 'р', 'т', 'р', 'е', 'т', 'о', 'в']","['p', 'a', 'r', 't', ""r'"", 'e', 't', 'a', 'f']",[]
4605,"['п', 'о', 'р', 'т', 'р', 'е', 'т', 'ы']","['p', 'a', 'r', 't', ""r'"", 'e', 't', 'y']","[['p', 'a', 'r', 't', ""r'"", 'e', ""t'"", 'i'], ['p', 'a', 'r', 't', ""r'"", 'e', 't', 'a'], ['p', 'a', 'r', 't', ""r'"", 'e', 't']]"
4606,"['п', 'о', 'р', 'т', 'ф', 'е', 'л', 'е']","['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i']","[['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i', 'j'], ['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i', 'm'], ['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i'], ['p', 'a', 'r', 't', ""f'"", 'e', ""l'""]]"
4607,"['п', 'о', 'р', 'т', 'ф', 'е', 'л', 'е', 'й']","['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i', 'j']","[['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i', 'm'], ['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i']]"
4608,"['п', 'о', 'р', 'т', 'ф', 'е', 'л', 'е', 'м']","['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i', 'm']","[['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i', 'j'], ['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i']]"
4609,"['п', 'о', 'р', 'т', 'ф', 'е', 'л', 'и']","['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i']","[['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i'], ['p', 'a', 'r', 't', ""f'"", 'e', ""l'""]]"
4610,"['п', 'о', 'р', 'т', 'ф', 'е', 'л', 'ь']","['p', 'a', 'r', 't', ""f'"", 'e', ""l'""]","[['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i'], ['p', 'a', 'r', 't', ""f'"", 'e', ""l'"", 'i']]"
4611,"['п', 'о', 'р', 'т', 'ь', 'е', 'р', 'ы']","['p', 'a', 'r', ""t'"", 'j', 'e', 'r', 'y']",[]
4612,"['п', 'о', 'р', 'у']","['p', 'o', 'r', 'u']","[['l', 'o', 'r', 'u'], ['p', 'o', 'r']]"
4613,"['п', 'о', 'р', 'я', 'д', 'к', 'е']","['p', 'a', ""r'"", 'a', 't', ""k'"", 'i']","[['p', 'a', ""r'"", 'a', 't', 'k', 'u']]"
4614,"['п', 'о', 'р', 'я', 'д', 'к', 'у']","['p', 'a', ""r'"", 'a', 't', 'k', 'u']","[['p', 'a', ""r'"", 'a', 't', ""k'"", 'i']]"
4615,"['п', 'о', 'р', 'я', 'д', 'о', 'ч', 'н', 'о', 'г', 'о']","['p', 'a', ""r'"", 'a', 'd', 'a', 'sh', 'n', 'a', 'v', 'a']",[]
4616,"['п', 'о', 'с', 'а', 'д', 'к', 'а']","['p', 'a', 's', 'a', 't', 'k', 'a']",[]
4617,"['п', 'о', 'с', 'а', 'ж', 'е', 'н', 'н', 'ы', 'е']","['p', 'a', 's', 'a', 'zh', 'y', 'n', 'y', 'j', 'i']",[]
4618,"['п', 'о', 'с', 'в', 'я', 'щ', 'а', 'т', 'ь']","['p', 'a', 's', ""v'"", 'i', 'sc', 'a', ""t'""]",[]
